"Year","Measure Type","Leading 10 Ranking","Measure","Group","Subgroup","Estimate Type","Estimate","Standard Error","Lower 95% CI","Upper 95% CI","Reliable"
"2021","By primary diagnosis","8","8. Diseases of the circulatory system","By race/ethnicity","Non-Hispanic white","Visit count","3,654,000","417,000","2,836,000","4,472,000","Yes"
"2021","By primary diagnosis","8","8. Diseases of the circulatory system","By race/ethnicity","Non-Hispanic black","Visit count","1,135,000","183,000","776,000","1,494,000","Yes"
"2021","By primary diagnosis","8","8. Diseases of the circulatory system","By race/ethnicity","Hispanic","Visit count","465,000","73,000","321,000","609,000","Yes"
"2021","By primary diagnosis","8","8. Diseases of the circulatory system","By race/ethnicity","Non-Hispanic other","Visit count",,,,,"No"
"2021","By primary diagnosis","8","8. Diseases of the circulatory system","By region","Northeast","Visit count","908,000","185,000","545,000","1,270,000","Yes"
"2021","By primary diagnosis","8","8. Diseases of the circulatory system","By region","Midwest","Visit count","1,263,000","204,000","864,000","1,661,000","Yes"
"2021","By primary diagnosis","8","8. Diseases of the circulatory system","By region","South","Visit count","2,067,000","389,000","1,304,000","2,830,000","Yes"
"2021","By primary diagnosis","8","8. Diseases of the circulatory system","By region","West","Visit count","1,194,000","173,000","854,000","1,533,000","Yes"
"2021","By primary diagnosis","8","8. Diseases of the circulatory system","By metropolitan statistical area (MSA)","MSA","Visit count",,,,,"No"
"2021","By primary diagnosis","8","8. Diseases of the circulatory system","By metropolitan statistical area (MSA)","Non-MSA","Visit count",,,,,"No"
"2021","By primary diagnosis","8","8. Diseases of the circulatory system","By primary payment source","Private insurance","Visit count","1,483,000","263,000","967,000","1,999,000","Yes"
"2021","By primary diagnosis","8","8. Diseases of the circulatory system","By primary payment source","Medicare","Visit count","2,214,000","255,000","1,714,000","2,713,000","Yes"
"2021","By primary diagnosis","8","8. Diseases of the circulatory system","By primary payment source","Medicaid","Visit count","833,000","137,000","564,000","1,102,000","Yes"
"2021","By primary diagnosis","8","8. Diseases of the circulatory system","By primary payment source","Uninsured","Visit count",,,,,"No"
"2021","By primary diagnosis","8","8. Diseases of the circulatory system","By primary payment source","Other","Visit count",,,,,"No"
"2021","By primary diagnosis","9","9. Certain infectious and parasitic diseases","Total","All visits","Visit count","3,782,000","403,000","2,992,000","4,572,000","Yes"
"2021","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By sex","Female","Visit count","2,102,000","244,000","1,624,000","2,580,000","Yes"
"2021","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By sex","Male","Visit count","1,680,000","228,000","1,234,000","2,126,000","Yes"
"2021","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By age","0-17 years old","Visit count","1,582,000","321,000","953,000","2,211,000","Yes"
"2021","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By age","18-44 years old","Visit count","1,226,000","122,000","987,000","1,465,000","Yes"
"2021","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By age","45-64 years old","Visit count","597,000","106,000","389,000","805,000","Yes"
"2021","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By age","65+ years old","Visit count","378,000","67,000","246,000","510,000","Yes"
"2021","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By race/ethnicity","Non-Hispanic white","Visit count","1,895,000","195,000","1,513,000","2,277,000","Yes"
"2021","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By race/ethnicity","Non-Hispanic black","Visit count","950,000","159,000","639,000","1,262,000","Yes"
"2021","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By race/ethnicity","Hispanic","Visit count","755,000","219,000","326,000","1,184,000","Yes"
"2021","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By race/ethnicity","Non-Hispanic other","Visit count",,,,,"No"
"2021","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By region","Northeast","Visit count",,,,,"No"
"2021","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By region","Midwest","Visit count","928,000","149,000","636,000","1,220,000","Yes"
"2021","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By region","South","Visit count","1,500,000","256,000","998,000","2,002,000","Yes"
"2021","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By region","West","Visit count","567,000","128,000","317,000","817,000","Yes"
"2021","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By metropolitan statistical area (MSA)","MSA","Visit count",,,,,"No"
"2021","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By metropolitan statistical area (MSA)","Non-MSA","Visit count",,,,,"No"
"2021","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By primary payment source","Private insurance","Visit count","943,000","134,000","681,000","1,205,000","Yes"
"2021","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By primary payment source","Medicare","Visit count","412,000","75,000","264,000","560,000","Yes"
"2021","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By primary payment source","Medicaid","Visit count","1,810,000","305,000","1,212,000","2,408,000","Yes"
"2021","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By primary payment source","Uninsured","Visit count",,,,,"No"
"2021","By primary diagnosis","9","9. Certain infectious and parasitic diseases","By primary payment source","Other","Visit count",,,,,"No"
"2021","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","Total","All visits","Visit count","4,424,000","352,000","3,733,000","5,114,000","Yes"
"2021","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By sex","Female","Visit count","2,088,000","214,000","1,669,000","2,507,000","Yes"
"2021","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By sex","Male","Visit count","2,336,000","209,000","1,926,000","2,745,000","Yes"
"2021","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By age","0-17 years old","Visit count","978,000","173,000","639,000","1,318,000","Yes"
"2021","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By age","18-44 years old","Visit count","1,652,000","183,000","1,294,000","2,011,000","Yes"
"2021","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By age","45-64 years old","Visit count","1,138,000","138,000","867,000","1,409,000","Yes"
"2021","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By age","65+ years old","Visit count","655,000","106,000","446,000","863,000","Yes"
"2021","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By race/ethnicity","Non-Hispanic white","Visit count","2,614,000","258,000","2,109,000","3,118,000","Yes"
"2021","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By race/ethnicity","Non-Hispanic black","Visit count","911,000","131,000","653,000","1,168,000","Yes"
"2021","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By race/ethnicity","Hispanic","Visit count","693,000","134,000","431,000","955,000","Yes"
"2021","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By race/ethnicity","Non-Hispanic other","Visit count",,,,,"No"
"2021","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By region","Northeast","Visit count","800,000","138,000","530,000","1,070,000","Yes"
"2021","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By region","Midwest","Visit count","924,000","125,000","679,000","1,169,000","Yes"
"2021","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By region","South","Visit count","1,730,000","226,000","1,288,000","2,173,000","Yes"
"2021","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By region","West","Visit count","969,000","196,000","584,000","1,354,000","Yes"
"2021","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By metropolitan statistical area (MSA)","MSA","Visit count",,,,,"No"
"2021","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By metropolitan statistical area (MSA)","Non-MSA","Visit count",,,,,"No"
"2021","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By primary payment source","Private insurance","Visit count","1,185,000","165,000","862,000","1,508,000","Yes"
"2021","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By primary payment source","Medicare","Visit count","657,000","108,000","444,000","869,000","Yes"
"2021","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By primary payment source","Medicaid","Visit count","1,617,000","170,000","1,283,000","1,951,000","Yes"
"2021","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By primary payment source","Uninsured","Visit count","412,000","106,000","205,000","620,000","Yes"
"2021","By primary diagnosis","10","10. Diseases of the skin and subcutaneous tissue","By primary payment source","Other","Visit count",,,,,"No"
"2022","By primary diagnosis","0","All diagnoses","Total","All visits","Visit count","155,398,000","10,251,000","135,306,000","175,489,000","Yes"
"2022","By primary diagnosis","0","All diagnoses","By sex","Female","Visit count","84,869,000","5,875,000","73,354,000","96,384,000","Yes"
"2022","By primary diagnosis","0","All diagnoses","By sex","Male","Visit count","70,529,000","4,530,000","61,651,000","79,407,000","Yes"
"2022","By primary diagnosis","0","All diagnoses","By age","0-17 years old","Visit count","31,671,000","3,248,000","25,306,000","38,036,000","Yes"
"2022","By primary diagnosis","0","All diagnoses","By age","18-44 years old","Visit count","54,993,000","4,400,000","46,368,000","63,618,000","Yes"
"2022","By primary diagnosis","0","All diagnoses","By age","45-64 years old","Visit count","35,799,000","2,526,000","30,848,000","40,750,000","Yes"
"2022","By primary diagnosis","0","All diagnoses","By age","65+ years old","Visit count","32,935,000","2,702,000","27,639,000","38,230,000","Yes"
"2022","By primary diagnosis","0","All diagnoses","By race/ethnicity","Non-Hispanic white","Visit count","86,113,000","6,729,000","72,924,000","99,303,000","Yes"
"2022","By primary diagnosis","0","All diagnoses","By race/ethnicity","Non-Hispanic black","Visit count","37,191,000","4,125,000","29,106,000","45,276,000","Yes"
"2022","By primary diagnosis","0","All diagnoses","By race/ethnicity","Hispanic","Visit count","25,714,000","2,821,000","20,184,000","31,243,000","Yes"
"2022","By primary diagnosis","0","All diagnoses","By race/ethnicity","Non-Hispanic other","Visit count","6,380,000","852,000","4,711,000","8,049,000","Yes"
"2022","By primary diagnosis","0","All diagnoses","By region","Northeast","Visit count","25,143,000","3,061,000","19,144,000","31,143,000","Yes"
"2022","By primary diagnosis","0","All diagnoses","By region","Midwest","Visit count","33,577,000","3,273,000","27,162,000","39,991,000","Yes"
"2022","By primary diagnosis","0","All diagnoses","By region","South","Visit count","61,812,000","8,414,000","45,321,000","78,303,000","Yes"
"2022","By primary diagnosis","0","All diagnoses","By region","West","Visit count","34,866,000","3,897,000","27,227,000","42,505,000","Yes"
"2022","By primary diagnosis","0","All diagnoses","By metropolitan statistical area (MSA)","MSA","Visit count",,,,,"No"
"2022","By primary diagnosis","0","All diagnoses","By metropolitan statistical area (MSA)","Non-MSA","Visit count",,,,,"No"
"2022","By primary diagnosis","0","All diagnoses","By primary payment source","Private insurance","Visit count","36,078,000","2,559,000","31,062,000","41,094,000","Yes"
